typeStatus,catalogNumber,individualCount,preparations,taxonConceptID,scientificName,kingdom,phylum,family,waterBody,country,stateProvince,locality,maximumDepthInMeters,locationRemarks,decimal Lat,decimal Long,geodeticDatum,samplingProtocol,eventDate,eventTime,fieldNumber,fieldNotes,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23526,1,"specimen fixed in 4%  formalin, stored in 80% IMS","Lysippe cf. fragilis (Wollebaeck, 1912)","Lysippe cf. fragilis (Wollebaeck, 1912)",Animalia,Annelida,Ampharetidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Loligo oil well),1350,not available,-51.100977,-54.734681,WGS84,Box Corer,20/01/2009,19:50,L3FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.21595,1,"specimen fixed in 4  formalin, stored in 80% IMS",Melinna arnaudi,"Melinna arnaudi  Parapar and San Martín, 1997",Animalia,Annelida,Ampharetidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),455,RRS Ernest Shackleton,-49.2510775,-59.1686567,WGS84,Box Corer,17/04/2012,06:02:00,7MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23554,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Melinna arnaudi,"Melinna arnaudi Parapar and San Martín, 1997",Animalia,Annelida,Ampharetidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Toroa oil well),600,not available,-53.018551,-58.046031,WGS84,Box Corer,01/02/2009,21:18,T1FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23573,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Melinna sp. 1,Melinna sp.,Animalia,Annelida,Ampharetidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1516,MV Ocean Endeavour,-52.597606,-55.987865,WGS84,Box Corer,04/03/2011,09:17,2MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23586,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Micromaldane sp. 1 (larva?),Micromaldane sp.,Animalia,Annelida,Maldanidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.602631,-55.989055,WGS84,Box Corer,04/03/2011,18:34,1MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21763,1,"specimen fixed in 4  formalin, stored in 80% IMS",Mystides cf. notialis,"Mystides cf. notialis Ehlers, 1913",Animalia,Annelida,Phyllodocidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),455,RRS Ernest Shackleton,-49.2510775,-59.1686567,WGS84,Box Corer,17/04/2012,06:46:00,7MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23598,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Mystides sp. 1,Mystides sp.,Animalia,Annelida,Phyllodocidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.600558,-56.010486,WGS84,Box Corer,04/03/2011,14:22,4MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.11686-11687,2,"specimen fixed in 4  formalin, stored in 80% IMS",Myxicola cf. sulcata,"Myxicola cf. sulcata Ehlers, 1912 ",Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),438,RRS Ernest Shackleton,-49.30504278,-59.1677492,WGS84,Box Corer,16/04/2012,23:31:00,25MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23510,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Myxicola cf. sulcata,"Myxicola cf. sulcata Ehlers, 1912",Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Infexible oil well),1782,MV Ocean Endeavour,-53.482551,-59.156921,WGS84,Box Corer,26/02/2011,07:55,2MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24630,1,"specimen fixed in 4  formalin, stored in 80% IMS",Myxicola cf. sulcata,"Myxicola cf. sulcata Ehlers, 1912 ",Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),442,RRS Ernest Shackleton,-49.34039472,-59.0845558,WGS84,Box Corer,23/04/2012,17:55:00,40MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.25172,1,"specimen fixed in 4  formalin, stored in 80% IMS",Myxicola cf. sulcata,"Myxicola cf. sulcata Ehlers, 1912 ",Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),442,RRS Ernest Shackleton,-49.288947,-59.1102897,WGS84,Box Corer,19/03/2012,11:50:00,67MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23502,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Neanthes sp. 1,Neanthes sp.,Animalia,Annelida,Nereididae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Infexible oil well),1794,MV Ocean Endeavour,-53.488653,-59.144583,WGS84,BSL Double Van Veen Grab,26/02/2011,03:09,4MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23560,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Neanthes sp. 1,Neanthes sp.,Animalia,Annelida,Nereididae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Toroa oil well),571,not available,-52.999659,-58.088350,WGS84,Box Corer,01/02/2009,13:44,T9FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.25255,1,"specimen fixed in 4  formalin, stored in 80% IMS",Neoleanira magellanica,"Neoleanira magellanica (McIntosh, 1885)",Animalia,Annelida,Sigalionidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),449,RRS Ernest Shackleton,-49.298355,-59.0956094,WGS84,Box Corer,22/03/2012,11:45:00,71MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21719,1,"specimen fixed in 4  formalin, stored in 80% IMS",Neoleanira magellanica ,"Neoleanira magellanica (McIntosh, 1885)",Animalia,Annelida,Sigalionidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),456,RRS Ernest Shackleton,-49.23308889,-59.1689586,WGS84,Box Corer,18/04/2012,15:33:00,1MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23576,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Neomediomastus sp. 1,Neomediomastus sp.,Animalia,Annelida,Capitellidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.602631,-55.989055,WGS84,Box Corer,04/03/2011,18:34,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21750,1,"specimen fixed in 4  formalin, stored in 80% IMS",Nephtys cf. paradoxa,"Nephtys cf. paradoxa Malm, 1874",Animalia,Annelida,Nephtyidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),444,RRS Ernest Shackleton,-49.375133,-59.1116004,WGS84,Box Corer,25/03/2012,13:35:00,53MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.17200-17207,8,"specimen fixed in 4  formalin, stored in 80% IMS",Nichomache cf. lumbricalis,"Nichomache cf. lumbricalis (Fabricius, 1780) ",Animalia,Annelida,Maldanidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),445,RRS Ernest Shackleton,-49.251866,-59.1722163,WGS84,Box Corer,17/03/2012,17:25:00,80MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.12700-12701,2,"specimen fixed in 4  formalin, stored in 80% IMS",Ninoe falklandica,"Ninoe falklandica Monro, 1936",Animalia,Annelida,Lumbrineridae ,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),456,RRS Ernest Shackleton,-49.23308889,-59.1689586,WGS84,Box Corer,18/04/2012,15:33:00,1MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21732,1,"specimen fixed in 4  formalin, stored in 80% IMS",Ninoe falklandica,"Ninoe falklandica Monro, 1936",Animalia,Annelida,Lumbrineridae ,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),463,RRS Ernest Shackleton,-49.23268056,-59.1140206,WGS84,Box Corer,16/04/2012,02:43:00,3MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21767,1,"specimen fixed in 4  formalin, stored in 80% IMS",Ninoe falklandica,"Ninoe falklandica Monro, 1936",Animalia,Annelida,Lumbrineridae ,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),458,RRS Ernest Shackleton,-49.25087639,-59.1411775,WGS84,Box Corer,24/04/2012,08:26:00,8MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23473,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Nothria anoculata ,"Nothria anoculata Orensanz, 1974",Animalia,Annelida,Onuphidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Hero oil well),1837,MV Ocean Endeavour,-50.576192,-53.531406,WGS84,BSL Double Van Veen Grab,16/03/2011,05:44,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23538,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Nothria anoculata ,"Nothria anoculata Orensanz, 1974",Animalia,Annelida,Onuphidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Loligo oil well),1350,not available,-51.100977,-54.734681,WGS84,Box Corer,20/01/2009,19:50,L3FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23528,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Notomastus sp. 1,Notomastus sp.,Animalia,Annelida,Capitellidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Loligo oil well),not available,not available,-51.143930,-54.713255,WGS84,Box Corer,20/01/2009,23:38,L2FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23532,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Notoproctus sp. 1,Notoproctus sp.,Animalia,Annelida,Maldanidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Loligo oil well),1434,not available,-51.185088,-54.709065,WGS84,Box Corer,14/01/2009,15:26,L14FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.19091-19100,15,"specimen fixed in 4  formalin, stored in 80% IMS",Onuphis pseudoiridescens,"Onuphis pseudoiridescens Averincev, 1972 ",Animalia,Annelida,Onuphidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),456,RRS Ernest Shackleton,-49.23308889,-59.1689586,WGS84,Box Corer,18/04/2012,15:33:00,1MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.20711-20720,26,"specimen fixed in 4  formalin, stored in 80% IMS",Onuphis pseudoiridescens,"Onuphis pseudoiridescens Averincev, 1972 ",Animalia,Annelida,Onuphidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),458,RRS Ernest Shackleton,-49.25087639,-59.1411775,WGS84,Box Corer,24/04/2012,08:26:00,8MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23563,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Onuphis pseudoiridescens,"Onuphis pseudoiridescens Averincev, 1972",Animalia,Annelida,Onuphidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Toroa oil well),615,not available,-53.017052,-58.019089,WGS84,Box Corer,01/02/2009,15:33,T4FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.24911,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Ophelina abranchiata,"Ophelina abranchiata Støp-Bowitz, 1948",Animalia,Annelida,Opheliidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),444,RRS Ernest Shackleton,-49.375133,-59.111600,WGS84,Box Corer,25/03/2012,13:35,53MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21717,1,"specimen fixed in 4  formalin, stored in 80% IMS",Ophelina scaphigera,"Ophelina scaphigera Ehlers, 1900",Animalia,Annelida,Opheliidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),456,RRS Ernest Shackleton,-49.23308889,-59.1689586,WGS84,Box Corer,18/04/2012,15:33:00,1MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23505,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Ophelina syringopyge ,"Ophelina syringopyge (Ehlers, 1901)",Animalia,Annelida,Opheliidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Infexible oil well),1842,MV Ocean Endeavour,-53.516123,-59.122255,WGS84,Box Corer,27/03/2011,15:02,5MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.12710-12711,2,"specimen fixed in 4  formalin, stored in 80% IMS",Ophelina cf. cylindricaudata,Ophelina cf. cylindricaudata Hansen 1878,Animalia,Annelida,Opheliidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),444,RRS Ernest Shackleton,-49.375133,-59.1116004,WGS84,Box Corer,25/03/2012,13:35:00,53MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.12918-12920,3,"specimen fixed in 4  formalin, stored in 80% IMS",Ophelina cf. cylindricaudata,Ophelina cf. cylindricaudata Hansen 1878,Animalia,Annelida,Opheliidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),453,RRS Ernest Shackleton,-49.2859825,-59.0305592,WGS84,Box Corer,25/04/2012,10:19:00,24MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24877,1,"specimen fixed in 4  formalin, stored in 80% IMS",Ophelina cf. cylindricaudata,Ophelina cf. cylindricaudata Hansen 1878,Animalia,Annelida,Opheliidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),442,RRS Ernest Shackleton,-49.39498389,-59.1662306,WGS84,Box Corer,25/03/2012,11:25:00,51MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23595,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Paradoneis sp. 1,Paradoneis sp.,Animalia,Annelida,Paraonidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.602631,-55.989055,WGS84,Box Corer,04/03/2011,18:34,1MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21739,1,"specimen fixed in 4  formalin, stored in 80% IMS",Paramphinome australis,"Paramphinome australis Monro, 1930",Animalia,Annelida,Amphinomidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),442,RRS Ernest Shackleton,-49.34039472,-59.0845558,WGS84,Box Corer,23/04/2012,17:55:00,40MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23493,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Paramphinome australis,"Paramphinome australis Monro, 1930",Animalia,Annelida,Amphinomidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Infexible oil well),1842,MV Ocean Endeavour,-53.516123,-59.122255,WGS84,Box Corer,27/03/2011,15:02,5MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21757,1,"specimen fixed in 4  formalin, stored in 80% IMS",Paranaitis sp. 1,Paranaitis sp. ,Animalia,Annelida,Phyllodocidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),458,RRS Ernest Shackleton,-49.23201917,-59.0316156,WGS84,Box Corer,25/04/2012,02:04:00,6MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.21601,1,"specimen fixed in 4  formalin, stored in 80% IMS",Parexogone cf. wolfi  ,"Parexogone cf. wolfi   (San Martín, 1991) ",Animalia,Annelida,Syllidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),455,RRS Ernest Shackleton,-49.2510775,-59.1686567,WGS84,Box Corer,17/04/2012,06:46:00,7MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23483,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Pectinariidae sp. 1,Pectinariidae sp.,Animalia,Annelida,Pectinariidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Endeavour oil well),1350,not available,-50.664782,-54.601313,WGS84,Box Corer,28/01/2009,19:45,E4FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21751,1,"specimen fixed in 4  formalin, stored in 80% IMS",Perkinsiana sp. 1,Perkinsiana sp. ,Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),457,RRS Ernest Shackleton,-49.23224611,-59.0590836,WGS84,Box Corer,16/04/2012,00:01:00,5MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23548,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Perkinsiana? sp. 2,Perkinsiana? sp.,Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Nimrod oil well),1275,not available,-51.840966,-55.364762,WGS84,Box Corer,06/02/2009,17:34,N11FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21710,1,"specimen fixed in 4  formalin, stored in 80% IMS",Pholoe sp. 2,Pholoe sp. ,Animalia,Annelida,Pholoidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),452,RRS Ernest Shackleton,-49.23308889,-59.1689586,WGS84,Box Corer,18/04/2012,02:33:00,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23596,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Pholoe sp. 1,Pholoe sp.,Animalia,Annelida,Pholoidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.600800,-56.010224,WGS84,Box Corer,04/03/2011,12:49,4MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23597,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Pholoe sp. 1,Pholoe sp.,Animalia,Annelida,Pholoidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.602631,-55.989055,WGS84,Box Corer,04/03/2011,18:34,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23495,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Phyllochaetopterus sp. 1,Phyllochaetopterus sp.,Animalia,Annelida,Chaetopteridae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Infexible oil well),1782,MV Ocean Endeavour,-53.482551,-59.156921,WGS84,Box Corer,26/02/2011,07:55,2MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23577,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Phyllochaetopterus sp. 1,Phyllochaetopterus sp.,Animalia,Annelida,Chaetopteridae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1517,MV Ocean Endeavour,-52.602631,-55.989055,WGS84,Box Corer,04/03/2011,18:34,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21718,1,"specimen fixed in 4  formalin, stored in 80% IMS",Phyllodoce patagonica complex,"Phyllodoce patagonica (Kinberg, 1866)",Animalia,Annelida,Phyllodocidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),456,RRS Ernest Shackleton,-49.23308889,-59.1689586,WGS84,Box Corer,18/04/2012,15:33:00,1MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23471,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Phyllodoce  sp. 1,Phyllodoce  sp.,Animalia,Annelida,Phyllodocidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Hero oil well),1838,MV Ocean Endeavour,-50.560627,-53.535799,WGS84,BSL Double Van Veen Grab,16/03/2011,03:07,5MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23506,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Phylo felix heterosetosa,"Phylo felix heterosetosa Hartmann-Schröder, 1965",Animalia,Annelida,Orbiniidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Infexible oil well),1811,MV Ocean Endeavour,-53.502291,-59.141729,WGS84,Box Corer,27/03/2011,13:07,3MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23539,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Phylo felix heterosetosa,"Phylo felix heterosetosa Hartmann-Schröder, 1965",Animalia,Annelida,Orbiniidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Loligo oil well),not available,not available,-51.143688,-54.712897,WGS84,Box Corer,19/01/2009,22:07,L2FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21749,1,"specimen fixed in 4  formalin, stored in 80% IMS",Phylo cf. felix,"Phylo cf. felix Kinberg, 1866",Animalia,Annelida,Orbiniidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),442,RRS Ernest Shackleton,-49.39498389,-59.1662306,WGS84,Box Corer,25/03/2012,10:30:00,51MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.21755,1,"specimen fixed in 4  formalin, stored in 80% IMS",Phylo cf. felix,"Phylo cf. felix Kinberg, 1866",Animalia,Annelida,Orbiniidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),450,RRS Ernest Shackleton,-49.258443,-59.1251589,WGS84,Box Corer,19/03/2012,00:58:00,65MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23518,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Pionosyllis? sp. 1,Pionosyllis? sp.,Animalia,Annelida,Syllidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Infexible oil well),1809,MV Ocean Endeavour,-53.495223,-59.142571,WGS84,BSL Double Van Veen Grab,25/03/2011,23:48,1MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23613,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Pionosyllis? sp. 1,Pionosyllis? sp.,Animalia,Annelida,Syllidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1516,MV Ocean Endeavour,-52.597606,-55.987865,WGS84,Box Corer,04/03/2011,09:17,2MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23569,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Pista sp. 2,Pista sp. ,Animalia,Annelida,Terebellidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Toroa oil well),600,not available,-53.018551,-58.046031,WGS84,Box Corer,01/02/2009,21:18,T1FA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23619,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Pista sp. 2,Pista sp. ,Animalia,Annelida,Terebellidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Vinson West oil well),1547,MV Ocean Endeavour,-52.614196,-55.959520,WGS84,Box Corer,04/03/2011,06:05,5MFA,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23544,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Pista sp. 3,Pista sp.,Animalia,Annelida,Terebellidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Loligo oil well),1434,not available,-51.185088,-54.709065,WGS84,Box Corer,14/01/2009,15:26,L14FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23570,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Pista sp. 4,Pista sp.,Animalia,Annelida,Terebellidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Toroa oil well),610,not available,-53.028686,-58.067881,WGS84,Box Corer,02/02/2009,02:14,T5FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.23545,1,"specimen fixed in 4%  formalin, stored in 80% IMS",Polycirrus sp. 1,Polycirrus sp.,Animalia,Annelida,Terebellidae,SW Atlantic,Falkland Islands,East Falklands Basin,East Falklands Basin (Loligo oil well),1434,not available,-51.185088,-54.709065,WGS84,Box Corer,14/01/2009,15:26,L14FB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24621,1,"specimen fixed in 4  formalin, stored in 80% IMS",Potamethus sp. 1,Potamethus sp. ,Animalia,Annelida,Sabellidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),442,RRS Ernest Shackleton,-49.34039472,-59.0845558,WGS84,Box Corer,23/04/2012,17:55:00,40MFB,0.5mm mesh,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.14880-14883,4,"specimen fixed in 4  formalin, stored in 80% IMS",Praxillella sp. 1,Praxillella sp. ,Animalia,Annelida,Maldanidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),446,RRS Ernest Shackleton,-49.248841,-59.1867771,WGS84,Box Corer,17/03/2012,08:26:00,79MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.13737-13739,3,"specimen fixed in 4  formalin, stored in 80% IMS",Praxillella sp. 1,Praxillella sp. ,Animalia,Annelida,Maldanidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),436,RRS Ernest Shackleton,-49.341643,-59.1309949,WGS84,Box Corer,22/03/2012,18:11:00,73MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.24497,1,"specimen fixed in 4  formalin, stored in 80% IMS",Praxillella sp. 1,Praxillella sp. ,Animalia,Annelida,Maldanidae,SW Atlantic,Falkland Islands,North Falkland Basin,North Falkland Basin (Sea Lion oil exploration),450,RRS Ernest Shackleton,-49.32218583,-59.0573711,WGS84,Box Corer,15/04/2012,10:54:00,35MFC,0.5mm mesh,,,,,,,,,,,,,,,,,,,
